id,content,showNote
1179,"Number manipulation with clamping, interpolation & quantizing - bend values to your will! 💪",196
1180,Hear @pokeyrule explain how he codes by voice after getting RSI from typing!,197
1181,Learn how @pokeyrule uses Talon voice coding to avoid repetitive strain injury when programming.,197
1182,"Don't miss Pokey's live voice coding demo explaining his process for writing code by voice on @SyntaxFM!",197
1183,@pokeyrule walks through how he crafted custom grammars to make coding by voice efficient using Talon on the latest Syntax podcast.,197
1184,"If you've ever gotten RSI from coding, @pokeyrule explains how he transitioned to writing code completely by voice on @SyntaxFM.",197
1185,@pokeyrule details his journey from management back to programming using voice instead of keyboard to avoid RSI flare ups.,197
1186,Learn how @wesbos has been #speaking at web dev conferences for 10 YEARS! Hear his tips on getting started. #webdev,198
1187,Speaking at dev conferences is a LEGITIMIZER says @wesbos - establishes you as an expert! #speaking,198
1188,Nothing beats traveling for FREE! @stolinski & @wesbos share how #speaking at conferences = #freetravel,198
1189,Want to improve your #publicspeaking skills? Start by submitting talk proposals to dev conf CFPs! @stolinski @wesbos #speakingtips,198
1190,Conference speaking leads to JOBS says @wesbos! Meet your next employer over kombucha 🍵 at a conference! #speaking #jobs,198
1191,Connections connections connections! Meet titans of the industry @ conferences says @wesbos #connections #conferences #speaking,198
1192,#Speaking at conferences boosts your career in many ways besides money 💰 - @stolinski & @wesbos share tips #webdev,198
1193,🚨 Coming soon to CSS: Color functions that will change how you work with color! 🎨,199
1194,"Want to programmatically lighten/darken a color in CSS? It's coming! 🤯",199
1195,"CSS color functions will help fix color banding in gradients, improve accessibility contrast, and more! 🌈",199
1196,No more opaque hex codes - CSS color functions let you easily set opacity on any color format! 🔥,199
1197,"CSS color functions enable color mixing, finding color contrasts, modifying hues, and tons more! The future is bright! 🌞",199
1198,Get ready to level up your color skills when CSS color functions land! We break it down in the latest episode. 🎙️,199
1199,Learn why #DX matters from @swyx ��,200
1200,"Hot take from @swyx - for sites use #Svelte, for apps use #React. Agree?",200
1201,How @Reactjs could improve DX per @swyx,200
1202,Hear how @Netlify structures its #DevRel team for better DX impact,200
1203,@swyx shares his learnings on learning in public - give it a try!,200
1204,"""#DX is about enhancing creativity through better productivity"" - wise words from @swyx",200
1205,Want to communicate better at work and in life? Check out these 7 easy communication tips to level up your skills!,201
1206,Struggling to get responses to your emails? Try numbering your questions. It makes it way easier for people to answer!,201
1207,"Pro tip: Bolding the key part of your email helps people zero in on what you're asking. So simple but so effective!",201
1208,Emails that are a giant block of text are an instant turn off. Break it up with paragraphs!,201
1209,Making a big ask of someone? Be sure to recognize it and give them an easy out. Takes the pressure off and gets better results.,201
1210,Writing overly terse emails? Add a touch of friendliness. Goes a long way in setting a nice tone!,201
1211,"CC'ing everyone under the sun? Mind those CCs. Only include people who really need to be looped in.",201
1212,Learn about the new browser page transitions API proposal for animated page transitions on the web!,202
1213,Native-like animations between web pages? Find out about the upcoming browser page transitions API.,202
1214, Smoother page changes coming to the web! Excited for the new browser page transitions API.,202
1215,Web pages set to get all jazzy with new browser page transitions API - learn about it on @SyntaxFM,202
1216,Get the scoop on the upcoming browser page transitions API for animated page changes on @SyntaxFM,202
1217,Will the new browser page transitions API finally bridge gap between native & web animations? Tune in to @SyntaxFM to find out!,202
1218,Hear how @timleland built a weather #extension in 2015 that kickstarted his interest in browser extensions,203
1219,The popular weather extension uses the @DarkSkyApp API which required a paid plan due to large number of users,203
1220,@timleland had his extension account hacked multiple times by bad actors trying to take over,203
1221,The weather extension grew from a few hundred to 10000 users after a share on @lifehacker,203
1222,"After Google shut down their URL shortener, @timleland built his own browser extension for URL shortening",203
1223,@timleland purchased the domain t.ly for around $50k to use for his own URL shortening service,203
1224,The t.ly URL shortener offers paid plans for advanced features like custom domains,203
1225,"When first launched, t.ly was abused by malicious actors until Tim implemented protections",203
1226,"Want to take your home automation to the next level? @syntaxfm looks at protocols like Zigbee and Zwave, integrations, and how to get full family buy-in!",204
1227,"Don't settle for a closed home automation system. Learn how @syntaxfm tweaks things with Homebridge for ultimate customization and harmony.",204
1228,Frustrated by analog problems in your home? @syntaxfm explains how home automation can fix those little annoyances for good.,204
1229,Home automation leading to family arguments? Get pro tips from @syntaxfm on how to gain full family buy-in to your automated home.,204
1230,The new viewport units lvw and dvh will save us from frustrating height 100% fails on mobile! #CSS,205
1231,Wes complains about the shifting URL bar on mobile browsers. Scott introduces the new viewport units to solve this! #webdev,205
1232,No more LOL CSS moments with height 100% on mobile! The new viewport units handle the shifting browser UI. #webdev,205
1233,The new viewport units provide more control over dimensions as UI elements slide in/out on mobile. Genius! 💡 #CSS,205
1234,Apple trying to prevent keyboard abuse led to hacky solutions like slightly visible inputs. Devs will find a way! #webdev,205
1235,More viewport units than we know what to do with! Should we just replace vh and vw with dvh and dvw now? #CSS,205
1236,"Hear all about @Netlify's edge functions and how they work with Deno from Eduardo Bouças. #serverless",206
1237,Edge functions run closer to users for lower latency. How they differ from traditional serverless functions. @Netlify #edge,206
1238,Understand the differences between Node and Deno ecosystems explained. Why Deno for edge functions? @Netlify #Deno,206
1239,Importance of open standards for sustainability and avoiding lock-in discussed. @Netlify #webdev,206
1240,"Don't forget to be kind out there folks. Wise words from @eduardoboucas. #kindness",206
1241,S-Town podcast highly recommended. Binge worthy storytelling. @stownthepodcast #podcasts,206
1242,Want advice on hosting databases or getting fit? Check out the latest potluck episode!,207
1243,Learn whether you really need to know regex and multiple languages from @wesbos and @stolinski on the new potluck!,207
1244,Hear @wesbos and @stolinski discuss CSS environment variables and how they may change media queries.,207
1245,Who is Gendo Ikari? Find out the anime villain origins on this potluck episode.,207
1246,"Get confidence to land your first web dev job from @stolinski's story on the new potluck episode.",207
1247,Want to style parents based on child elements in CSS? The new has() selector lets you do it! 🎉 #CSS,208
1248,"Tired of repeating selectors like header p, main p, etc? Use the new where() selector to clean things up! 🧹 #CSS",208
1249,"Has(), where() and is() - 3 new CSS selectors that will change how you write styles. Check them out! 💪 #CSS",208
1250,Use where() instead of is() in CSS for lower specificity. #CSS,208
1251,"New has(), where() and is() selectors coming to CSS soon! Time to get excited! 🙌 #CSS",208
1252,"Parent selectors, reduced repeats, and improved specificity - just some of what you can do with new CSS selectors! 🔥 #CSS",208
1253,Hear @connor_finlayson explain the no code movement and if it will replace developers #NoCode,209
1254,Get a list of popular no code tools like @Webflow and @Airtable from @connor_finlayson #WebDev,209
1255,Where to find the best resources for learning no code tools according to @connor_finlayson,209
1256,@connor_finlayson gives his top advice for beginners looking to get started with no code #LearnToCode,209
1257,Should developers be worried about no code taking their jobs? Find out what @connor_finlayson thinks #NoCode,209
1258,"For starting no code today, @connor_finlayson recommends Webflow, Zapier and Airtable as the top 3 tools",209
1259,"Debating imports, semicolons, for loops, types, and transpiling on the latest live @SyntaxFM podcast from @Reactathon!",210
1260,"Ever wondered what that weird old JavaScript and CSS code was for? @SyntaxFM digs into sliding doors, PNG fixes, and more from the early 2000s.",210
1261,Hear @SyntaxFM try to stump each other with tricky syntax errors...while making tricky syntax errors of their own.,210
1262,Play along as @SyntaxFM quizzes the audience on real JavaScript library names vs totally made up stuff in their JS or NAS segment.,210
1263,"Get Wes and Scott's takes on hiring American vs European devs, favorite snacks, and more in the audience Q&A part of the latest @SyntaxFM podcast.",210
1264,"Don't miss the special live edition of @SyntaxFM from @Reactathon, featuring hot takes, old code, syntax errors, JS or NAS, and audience Q&A!",210
1265,Learn how to prevent malicious actors from abusing your website with @wesbos and @stolinski 👀 #webdev,211
1266,"Rate limiting, shadow banning, tokens, CAPTCHA, and more ways to stop bad actors on your site! 👮‍♂️ #webdev",211
1267,Getting spammed? Site overloaded? @wesbos and @stolinski share techniques to protect your web app! 🔒 #webdev,211
1268,Bots and spammers ruining your site? This episode has solutions! 🤖 #webdev,211
1269,"Abuse prevention pro tips from @wesbos and @stolinski - don't let the bad guys win! 🦹‍♂️ #webdev",211
1270,Tired of endless CAPTCHAs? We hear you! Better options discussed within 😀 #webdev,211
1271,Learn why developer @AnselmH switched careers to gardening and farming after 15 years in web dev.,212
1272,"Get @AnselmH's tips for avoiding #burnout in tech: focus on basics first, diversify skills, limit multitasking.",212
1273,@AnselmH explains how he started a market #garden business with his brother and the joys of growing your own food.,212
1274,How can #developers and tech workers avoid burnout? @AnselmH shares his story transitioning from coding to #gardening.,212
1275,"Don't miss @AnselmH's advice for beginners: learn #HTML, #CSS, #JavaScript basics thoroughly before tackling frameworks.",212
1276,"Considering a career change to escape #burnout? Hear @AnselmH's inspiring story switching from web dev to running a market #garden.",212
1277,Just getting started with @code? We break down all the built-in #Git tools and killer extensions for efficient workflows and visual power. All aboard the GUI train!,213
1278,"Struggling with merge conflicts and rebasing in Git? @code makes it intuitive with buttons, diffs, and staying in context. No more CLI confusion!",213
1279,"Tired of fuzzy Git commands and documentation? See all your options cleanly in @code's command palette. Such a time saver!",213
1280,"Want to master @code's Git tools? We've got your definitive guide to built-ins like file history, blame, and status bar tricks. Coding enlightenment awaits!",213
1281,"Level up your @code skills with our pro tips on auto-push, branch changing, tracking changes, and more. You won't believe what the timeline view can do!",213
1282,"Want more @code Git wisdom? Hit us up with your best tips! We'll round up a Part 2 episode with all your brilliant shortcuts and hacks.",213
1283,"Learn all about cache control headers and how they can drastically improve your site's performance!",214
1284,Do you understand caching? Brush up on cache control headers and how to leverage browser caching for a speed boost.,214
1285,Tips for leveraging cache control headers - a must for any #webdev looking to improve site performance!,214
1286,"Don't miss this deep dive into cache control headers on @SyntaxFM - essential knowledge for web developers!",214
1287,Want faster page loads? Optimize caching with cache control headers as explained on the latest @SyntaxFM podcast episode.,214
1288,Caching pro tips coming at ya! Tune into @SyntaxFM to learn how cache control headers work.,214
1289,"Tom Preston-Werner @mojombo, founder of @github, gives his take on building startups with @redwoodjs, the new fullstack JS framework his team built.",215
1290,"RedwoodJS: An opinionated JS stack using React, GraphQL & Prisma. Top-notch docs & very quick to build. Optimized for scaling from side project to startup.",215
1291,Just announced: @redwoodjs Startup Fund - investing $25-50k in startups using RedwoodJS. Backed by @mojombo and team.,215
1292,".@mojombo doesn't think you need to be great at math to code. He dropped advanced physics in college for CS despite acing calc tests.",215
1293,Tom predicts full skeuomorphism will be back in UI design trends within 7 years. Maybe we need some neo-futuristic Flash sites again.,215
1294,.@mojombo keeps up with the fast-moving web by mainly reading Hacker News headlines.,215
1295,"Learn all about the various #TypeScript tooling options like type checkers, compilers, build tools, IDE integration and more!",216
1296,"Curious about setting up a TypeScript project? We break down all the tooling like compilers, build tools, configs and IDE setup.",216
1297,"Want to use TypeScript for server-side #NodeJS? We explain your options like @denoland, esno, tsnode and more!",216
1298,"For fast TypeScript compilation, @esbuild and SWC are your best bets. We explain how they fit into your toolchain.",216
1299,Tools like @Vitejs and @ParcelJS make #TypeScript development fun and fast. We break down these smoking fast build tools.,216
1300,Want full TypeScript support in your editor? @code VS Code has fantastic integration and support out of the box.,216
1301,"Level up your TypeScript game with this overview of all the compilers, build tools, IDEs, configs and more you need to know about!",216
1302,"Want to optimize your home office? Check out @stolinski's LevelUp Lodge tour for ideas on lighting, audio, desks, treadmills and more! #homeoffice",217
1303,"Looking for tips on building the ideal home studio? Don't miss @stolinski's LevelUp Lodge office tour! #podcaststudio",217
1304,"If you're a freelancer or work from home, you NEED an optimized workspace. Get ideas from @stolinski's LevelUp Lodge home office tour!",217
1305,"Productive home office requires: Good lighting ✅ Treadmill ✅ Pro audio gear ✅ Learn more from @stolinski's LevelUp Lodge tour!",217
1306,"Want to geek out on mics, monitors, cables and cameras? You'll love @stolinski's tour of his LevelUp Lodge home studio office!",217
1307,"Kung-fu movie posters, split AC units, standing mats...just some of the cool elements in @stolinski's LevelUp Lodge office tour!",217
1308,"If you record or podcast from home, @stolinski's LevelUp Lodge office tour is a must-listen for gear and setup ideas!",217
1309,"Hear @jaredpalmer discuss building @Turborepo, monorepos, company acquisitions, and more on the @SyntaxFM Supper Club!",218
1310,Want to simplify monorepo builds? Learn how @Turborepo makes complex workflows accessible on the latest @SyntaxFM podcast.,218
1311,"Curious how @jaredpalmer's @Turborepo project started and got acquired by @Vercel? Tune into the @SyntaxFM Supper Club podcast!",218
1312,"Monorepos getting messy? @jaredpalmer explains how @Turborepo can help optimize your workflows on @SyntaxFM's Supper Club podcast.",218
1313,"Learn about advanced build techniques used at big tech companies and how @Turborepo makes them accessible on @SyntaxFM's new podcast series.",218
1314,"Hear @jaredpalmer's tips on side projects, incremental adoption, and solving your own problems on @SyntaxFM's Supper Club podcast.",218
1315,Hear @wesbos and @stolinski discuss the benefits of @Nextjs even without server-side rendering!,219
1316,Curious about NoSQL vs SQL databases? Learn when @MongoDB can be a great option.,219
1317,How should game logic be implemented client vs server-side? Some great tips here.,219
1318,@wesbos and @stolinski weigh in on protestware in open source packages - hear their thoughts!,219
1319,Dealing with Apple Silicon vs Intel apps? Learn how to check what code your apps are running.,219
1320,Game devs: how do you prevent cheating? Some smart techniques discussed here for obscuring logic.,219
1321,Want your #JavaScript to just work anywhere? Check out the new web interoperability initiative! 🚀,220
1322,Tired of JS code breaking across environments? Help is on the way thanks to @Cloudflare and others working on web interoperability standards! 🔌,220
1323,"Node, Deno, Cloudflare, and more - JS runs everywhere but isn't always portable. A new working group aims to fix that! ✅",220
1324,Writing universal JavaScript has never been easier thanks to the new web interoperability project. Syntax listeners get the inside scoop! 🎧,220
1325,Portable JavaScript FTW! Tune into the latest Syntax podcast to learn about the exciting web interoperability announcement. 📻,220
1326,JS devs rejoice! Wes and Scott discuss a promising new project to unify JavaScript across environments on the latest Syntax podcast. 🙌,220
1327,Hear @victorsavkin explain how @NX_DEV can help manage and scale JavaScript monorepos.,221
1328,"Learn how @NX_DEV provides core task orchestration and caching for monorepos with optional plugins for migrations, generators, and more.",221
1329,"Don't miss @victorsavkin's advice on reinforcing learning through weekly diagrams and leveraging monorepo benefits even for small teams.",221
1330,Get the inside scoop on monorepo build tools from ex-Google and Angular team member @victorsavkin on the latest Syntax podcast!,221
1331,"Monorepos don't have to be scary! Learn proven strategies for managing JavaScript monorepos with @NX_DEV from @victorsavkin on @SyntaxFM.",221
1332,"Curious about monorepos? @victorsavkin breaks it down covering @NX_DEV, task orchestration, caching, distribution, migrations, and more on @SyntaxFM.",221
1333,Just heard about the getUserMedia API on @SyntaxFM! Time to build something fun with my webcam 🎥,222
1334,The FileSystem API covered on @SyntaxFM sounds so useful! Going to try building a simple text editor with it this weekend 📝,222
1335,Had no idea you could do speech recognition and synthesis solely with browser APIs! Mind blown from @SyntaxFM 🤯,222
1336,Loving this overview of lesser-known browser APIs on @SyntaxFM - great way to learn something new! 🤓,222
1337,"So many creative ideas for side projects from today's @SyntaxFM episode on browser APIs 🌈 Excited to try some out myself!",222
1338,"Wow, I can't believe how easy the Clipboard API makes copy/paste in JS according to @SyntaxFM! Adding this to my toolbelt asap 🔥",222
1339,"ResizeObserver API sounds super handy from today's @SyntaxFM! No more hassling with scroll events to detect element visibility 🙌",222
1340,Learn how to take control over TypeScript using type narrowing and guards instead of being yelled at! #TypeScript,223
1341,Type narrowing and guards help avoid errors and assumptions in TypeScript code. We break it down on the latest episode!,223
1342,"Ever feel like TypeScript is yelling at you? We discuss how to narrow, guard, and control types to fix those errors.",223
1343,"Tired of TypeScript errors? We've got your back with examples of type guards, narrowing, and discriminated unions to squash bugs.",223
1344,"Learn all about edge computing and edge functions on this week's episode!",224
1345,Edge functions let you run code closer to users for speed. But what are the use cases?,224
1346,"Want to understand edge computing? We break it all down - the good, the bad, and the APIs.",224
1347,"Edge functions are like middleware on steroids. Faster, closer, more focused. But why use them?",224
1348,Are edge functions the next evolution of serverless? Listen and find out!,224
1349,"Find out why developers still use @axios over native fetch! @wesbos & @stolinski go through the key features like interceptors, progress events, and custom timeouts.",225
1350,"Should you use Axios or fetch? @wesbos makes the case for Axios in today's episode! Tune in to hear how interceptors, adapters, and other features make Axios 💪.",225
1351,"Fetch not cutting it? @wesbos explains how Axios goes way beyond fetch with interceptors, progress events, default headers, and more! #javascript",225
1352,"Is Axios outdated? Not so fast! @wesbos makes the case for Axios over fetch in today's show. Don't miss it!",225
1353,"Using fetch but want more control? @wesbos lays out all the reasons to reach for Axios instead! Tune in for interceptors, adapters, and more! 🎧",225
1354,"Don't miss today's show! @wesbos breaks down why Axios is still a top choice over fetch. You'll be surprised by what it can do! 😲",225
1355,Get ready for some serious stumping as @wesbos and @stolinski quiz each other on random JavaScript interview questions!,226
1356,Ever been stumped by a tricky JavaScript interview question? Listen along as @wesbos and @stolinski try to answer some real stumpers!,226
1357,Want to learn JavaScript concepts AND get some interview prep? Check out the latest episode of @SyntaxFM with @wesbos and @stolinski stumping each other!,226
1358,Can you answer these tricky JavaScript questions? See if you fare better than @wesbos and @stolinski on the new Stumped episode of @SyntaxFM!,226
1359,Laugh along as @wesbos and @stolinski hilariously stump each other with random JavaScript interview questions on @SyntaxFM!,226
1360,Which JavaScript concept will completely stump @wesbos and @stolinski this time? Tune into the new Stumped episode of @SyntaxFM to find out!,226
1361,"Are you puzzling through building a custom #coupon engine? @wesbos and @stolinski break down do's and don'ts on the latest @SyntaxFM!",227
1362,"Don't let janky coupon logic ruin your customer experience! Tune in to @SyntaxFM for pro tips on the coupon code conundrum.",227
1363,"@SyntaxFM tackles the complex world of custom coupon engines - don't miss this episode if you need coupon logic clarity!",227
1364,Coupon stacking? Single use codes? Country restrictions? @wesbos and @stolinski have you covered on the latest @SyntaxFM.,227
1365,What happens when coupon logic goes wrong? @SyntaxFM looks at ingenious coupon exploits and how to avoid them.,227
1366,Want to level up your custom coupon abilities? The latest @SyntaxFM has pro strategies for coupon success!,227
1367,"On this episode: teamwork tips, battling imposter syndrome, picking icon libraries, fixing broken service workers, fullstack Next.js pros and cons, when to go to production, and dealing with bad clients.",228
1368,"Want to work better with designers and PMs? @SyntaxFM shares their top tips for teamwork, communication, and delivering on time.",228
1369,Ever feel like an imposter as a developer? @SyntaxFM discusses mindset shifts to get comfortable not knowing it all.,228
1370,"What icon library should you use in your projects? @SyntaxFM compares Font Awesome, React Icons, and more.",228
1371,"Uh oh... Broken service workers caching old site versions? @SyntaxFM explains how to nuke 'em and start fresh.",228
1372,Should you build fullstack apps in Next.js? @SyntaxFM breaks down the pros and cons.,228
1373,Not sure when to move your side project to production? @SyntaxFM shares their criteria for going live.,228
1374,Getting stuck with bad clients? @SyntaxFM offers tips on managing expectations and having standards.,228
1375,Just heard about the seriously impressive 3D capabilities now available in the browser using @SvelteJS and @threejs! #WebGL,229
1376,"Want to easily create 3D cubes, visualizations, and animations in your web apps? Check out Svelte Cubed! #SvelteJS",229
1377,"Physics sims, VR, 3D games - it's all possible in the browser now thanks to Three.js and wrappers like Svelte Cubed! #WebDev",229
1378,"Spinning cubes, marbles, cannons - the 3D browser fun never ends with @SvelteJS Cubed! #JavaScript",229
1379,"Level up your web apps with 3D cubes, charts, and animations using Svelte Cubed! So cool! #SvelteJS",229
1380,3D is the future of the web - start learning now with Svelte Cubed! 🎉 #WebDev,229
1381,Find out why @ScottTolinski is jazzed about his new @Hyundai Ioniq 5 on the latest @SyntaxFM,230
1382,"On today's show, @WesBos helps a listener add some interactivity to their @Drupal powered site",230
1383,"Thinking of going electric? @ScottTolinski shares why he's loving his new @Hyundai Ioniq 5 on @SyntaxFM",230
1384,"Curious whether presentational @reactjs components can be non-leaf components? We've got the answer on @SyntaxFM",230
1385,"@ScottTolinski nerds out about the tech features in his new @Hyundai Ioniq 5 EV on today's @SyntaxFM",230
1386,.@WesBos recommends @AlpineJS to smoothly add interactions to an existing site on the latest @SyntaxFM,230
1387,"Want to be consistent at coding, content creation, or meeting any life goals? @WesBos and @stolinski share 18 hacks for maintaining consistency without burning out!",231
1388,"Struggling to stay consistent? @WesBos explains how capturing ideas, batch working, accountability partners, and SMART goals can help you stick to any plan.",231
1389,"Becoming a consistent content creator takes commitment, planning, and protecting time to produce. @stolinski shares his tips for battening down the consistency hatches.",231
1390,"Having trouble sticking with exercising, coding projects, or content goals? @WesBos says start small, create todo lists, and measure progress to build consistency.",231
1391,Being consistently productive requires breaking big tasks down into smaller pieces according to @WesBos. What consistency hacks help you accomplish goals?,231
1392,"Staying consistent isn't easy, but it gets easier over time says @stolinski. His tips: commit to a schedule, capture ideas, batch work, and more. What helps you stay consistent?",231
1393,"Learn how @wesbos and @stolinski plan YouTube vids, conference talks, courses, blog posts and podcast eps! #contentcreation",232
1394,"Get @wesbos and @stolinski's pro tips for developing and organizing ideas for your online content! #makingcontent",232
1395,"Hear how @wesbos and @stolinski keep their YouTube, podcast, course and blog content fresh and helpful for devs! #syntaxfm",232
1396,"The secret to @wesbos and @stolinski's content success? Constantly capturing ideas and mind mapping content! #makingcontent",232
1397,@wesbos and @stolinski share their formula for creating bingeable online dev content across all mediums! #syntaxfm,232
1398,"Get actionable tips from @wesbos and @stolinski for planning YouTube vids, courses, talks, blog posts and podcast eps! #makingcontent",232
1399,Huge news - optional TypeScript-style types may be coming to vanilla JS! 😱 #typescript,233
1400,"Would you like TypeScript's types but without the build step? New proposal could bring TS types to JS! 🎉 #typesinjavascript",233
1401,TypeScript has proven itself - now proposal aims to bring same benefits directly into JavaScript. Here are the details! 👇,233
1402,Types in JavaScript promise less bugs and better autocomplete without a build step. But would it make JS harder to learn? 🤔,233
1403,"Microsoft: ""Here's a proposal to add TypeScript syntax to JavaScript!"" Devs: ""Great, but hold the JSX please."" 😅",233
1404,Check out the latest Syntax Highlight episode where @wesbos and @stolinski review developer portfolios! Some amazing designs and great feedback. #webdev,234
1405,"Want tips on designing an awesome developer portfolio? The latest Syntax Highlight has great advice from @wesbos and @stolinski. Don't miss it! #webdev",234
1406,Curious what makes a standout dev portfolio? Tune into the new Syntax Highlight ep with @wesbos and @stolinski for pro tips! #webdev,234
1407,"Looking for portfolio feedback? @wesbos and @stolinski give honest, helpful advice in the new Syntax Highlight. Submit yours! #SyntaxFM",234
1408,The new Syntax Highlight has @wesbos and @stolinski reviewing developer portfolios. Essential listening for improving your own site! #SyntaxFM,234
1409,"How's your dev portfolio look? Get pro tips from @wesbos and @stolinski in the latest Syntax Highlight. Your site could be next! #SyntaxFM",234
1410,"Vitest aims to replace Jest with faster test runs, built-in TypeScript support, and easy setup. @SyntaxFM",235
1411,"2022 is the year for speed! Vitest is a new, fast modern test runner for JavaScript. @SyntaxFM",235
1412,"Get ready to write tests faster than ever with Vitest's in-file testing and code coverage built-in. @SyntaxFM",235
1413,"Vitest utilizes Vite for fast ESM support, HMR for tests, and TinyPool for multithreading. The future is here! @SyntaxFM",235
1414,Stop wasting time on slow test runs and complex setup. Vitest brings speed and simplicity to JavaScript testing. @SyntaxFM,235
1415,"Colocate your tests right inside your source files with Vitest's awesome in-file testing. Game changer! @SyntaxFM",235
1416,"Vitest aims to make testing JavaScript faster, easier, and more developer-friendly. Give it a spin today! @SyntaxFM",235
1417,Ever wondered what @wesbos and @stolinski use to power their course platforms? They break it all down in this ep!,236
1418,Course creators: Curious how @wesbos & @stolinski built their platforms? They compare stacks in the latest Syntax podcast!,236
1419,Online course platforms can be complex! Learn how @wesbos and @stolinski built theirs with different stacks in this Syntax ep.,236
1420,".@wesbos just updated his course platform stack! Hear all about it and how it differs from @stolinski's stack on the latest Syntax podcast.",236
1421,"If you build online courses, you NEED to hear @wesbos and @stolinski compare their tech stacks on the newest Syntax podcast!",236
1422,"Online course creators: @wesbos and @stolinski explain their whole stacks on Syntax. Don't miss this jam-packed episode!",236
1423,"Learn how @render's auto SSL certs work with @Cloudflare proxy service ⚡️",237
1424,"Don't let Render and Cloudflare confuse you! We break it down on @SyntaxFM 🧩",237
1425,@wesbos moves hosting and solves SSL issues with Render + Cloudflare proxies 🖥️,237
1426,"Auto-renewing SSL certs through Render's HTTP challenge + Cloudflare proxy explained by @wesbos 🚦",237
1427,How exactly does @letsEncrypt verify domain ownership for free SSL certs? @wesbos explains on @SyntaxFM 🔐,237
1428,@ScottTolinski goes live turning on Cloudflare proxy during the show! 🔴,237
1429,What are some strategies for handling different permission levels in an app? Scott and Wes share their approach using granular permissions - listen in!,238
1430,"Have you ever gotten frustrated by package-lock merge conflicts? Don't go line-by-line - Scott and Wes explain an easier way to handle them.",238
1431,"What's your motivational trick for seeing side projects through to completion? The Syntax guys discuss when it's worth powering through (or abandoning) personal projects.",238
1432,"If you deal with painfully dry skin in winter, don't miss Scott and Wes's recommendations for O'Keefe's hand and lip formulas. Might be just what your coding hands need!",238
1433,"Curious how Wes handles those tokens you see in his course URLs? He explains the various uses for passing data via links - PayPal callbacks, tracking, and more.",238
1434,The Syntax guys tackle the age-old docs debate - is no documentation worse than bad documentation? Tune in to hear their thoughts and stories!,238
1435,"What's the deal with SSR, Jamstack and serverless? We break it all down on the latest Syntax podcast!",239
1436,"Trying to understand the differences between SSR, Jamstack and serverless? We've got you covered on Syntax!",239
1437,"Jamstack, SSR, serverless - we demystify these web dev terms on the Syntax podcast. Listen in to learn the differences!",239
1438,"Heard about SSR, Jamstack and serverless but not sure how they differ? The Syntax podcast explains it all in simple terms!",239
1439,"Want the lowdown on SSR, Jamstack and serverless web approaches? We lay it out plain and simple on Syntax - give it a listen!",239
1440,The 2021 @StateOfJS results are in! Tune in to hear @wesbos and @stolinski dig into the tastiest tidbits.,240
1441,What were the biggest JS pain points this year? Most loved tools? Top languages beyond JS? Get the scoop in our State of JS 2021 podcast!,240
1442,Interested to see how JS usage and preferences changed in 2021? We break down the @StateOfJS survey on the latest episode of Syntax!,240
1443,"JS keeping moving in the right direction? 👍 Learn what developers think of the current state of the language on @SyntaxFM's State of JS pod!",240
1444,Curious what resources devs are using to learn JS and which podcast topped the list? 🎧 Get the State of JS 2021 download on @SyntaxFM!,240
1445,"JS may be moving forward, but date tools are still lacking. Hear our takeaways from the 2021 @StateOfJS survey on @SyntaxFM!",240
1446,"Get the inside scoop on @wesbos's recent 165,000 sticker drop - printing, packing, selling, shipping, costs, and more!",241
1447,Ever wonder what it takes to ship stickers around the world? @wesbos breaks it down in this episode.,241
1448,"Sticker lover? You'll enjoy hearing @wesbos detail the massive logistics behind his latest sticker pack drop.",241
1449,"Want to sell stickers but don't know where to start? Don't miss this episode with @wesbos's pro tips and mistakes to avoid.",241
1450,"@wesbos just dropped 165k stickers worldwide! Hear all about the printing, packing, selling, shipping, and costs on the latest ep.",241
1451,"How do you scale up printing & shipping for 165,000 stickers worldwide? @wesbos shares his secrets on the new episode.",241
1452,Just dropped a spicy episode reviewing the latest @StateOfJS survey results - listen in for our hot takes!,242
1453,The State of JS is looking good in 2022! Tune in to hear our review of the latest survey results and trends.,242
1454,Devs seem mostly happy with JS frameworks - but build tools have room for improvement per the State of JS survey. Our analysis inside!,242
1455,Is your JS skillset up to date in 2022? Get the full State of JS survey breakdown from @SyntaxFM to find out!,242
1456,"Big trends: React still dominating, Svelte on the rise, Vite blowing up. Get our full analysis of the State of JS 2022 survey now!",242
1457,"From language features to frameworks to build tools, we cover it all in our 2022 State of JS survey review. Listen in for the hot takes!",242
1458,Are you using the right JS frameworks and build tools in 2022? Find out how your stack compares with the latest State of JS survey!,242
1459,"Learn the difference between array methods like map, filter, and reduce on the latest @SyntaxFM podcast!",243
1460,"Ever wonder when to use forEach vs for...in loops in JS? Get the lowdown on @SyntaxFM's This vs That episode.",243
1461,"@SyntaxFM breaks down hasOwnProperty vs the 'in' operator for checking object properties.",243
1462,"Should you use position or translate to move elements in CSS? Find out on @SyntaxFM's latest tasty treat!",243
1463,When should you use Object.assign vs object spread to copy objects in JavaScript? @SyntaxFM has the answers!,243
1464,"Curious about the differences between JS & CSS features? @SyntaxFM's latest episode has you covered with This vs That comparisons!",243
1465,"Don't miss our deep dive into distributed tracing with @bentlegen, explaining how it helps debug modern web app issues!",244
